abaissé;descendu
librairie;bouquinerie
librairies;bouquinistes
librement;diffusables
libres;tranquilles
libyenne;kadhafiste
libyens;jordaniens
licence;zyxel
licences;versions
licenciement;limogeage
licenciements;suppressions
licencier;demissionner
licenciés;judokas
licencieux;scabreux
lichen;rhytidome
licite;punissable
licou;encolure
liées;induites
liège;plastique
liens;contenus
liesse;jubilation
lieu-dit;bourg
lieux;quartiers
lièvre;cochon
ligament;tibia
ligaturer;encocher
lignage;noble
ligne;boutique
lignée;germinale
lignées;descendantes
lignes;sections
ligoter;garrotter
ligue;clubs
lilas;fleurs
limaçon;escargot
limer;emmancher
liminaire;allocution
limitant;bloquant
limitation;restreindre
limitations;restrictives
limite;restriction
limité;restreints
limitée;insuffisante
limitées;importantes
limitent;concernent
limiter;augmenter
limites;contradictions
limités;excessifs
limogeage;remaniement
limoger;nommer
limoges;grenoble
limonade;sangria
limousin;poitevin
limousine;corbillard
limpide;concis
linéaire;unidimensionnelle
linéament;tectonique
lingual;mandibulaire
linguiste;lexicographe
linguistes;dialectologues
linoléum;vinyle
lionne;antilope
lions;griffons
liquidation;rachat
liquide;gazeux
liquider;racheter
liquides;volatils
liquidité;interbancaire
liquidités;banques
lires;roubles
lisant;relire
lisent;ecrivent
liseré;cordon
liseur;stylographe
lisible;clair
lisière;plaine
lisse;terne
lisser;poudrer
liste;bibliographie
listes;exhaustives
litige;arbitrage
litre;gallon
litres;gallons
littéraire;journalistique
littéraires;narratologiques
littéral;usuel
littéralement;presque
littérature;philologie
littératures;philologies
littoral;rivages
lituanien;samogitien
lituaniens;allemands
living-room;vestibule
livraison;facturation
livraisons;commercialisations
livrant;vendant
livre;roman
livré;vendu
livrée;peinte
livrées;produites
livrent;disputent
livrer;rapporter
livres;manuscrits
livrés;servis
livresque;historiographique
livret;explicatif
livreur;camion
lobby;sioniste
local;commercial
locale;urbaine
locales;urbaines
localisation;cartographie
localités;communes
locataire;immeuble
locataires;logeurs
location;louer
locaux;publics
locomotive;bogie
locution;idiomatique
logement;habitat
logements;studettes
loger;deverez
loges;salles
logés;nourris
logeur;fripier
logiciel;outil
logiciels;sharewares
logique;rationnelle
logiquement;aussi
logiques;structurations
logis;seigneurial
logistique;approvisionnement
lointain;proche
lointaine;obscure
lointaines;avoisinantes
lointains;environnants
loisir;adonner
loisirs;hobbies
lombard;pisan
londonien;australien
londonienne;newyorkaise
longrine;micropieux
longs;derniers
longtemps;depuis
longue durée;finessemaximale
longuement;ensuite
longues;harassantes
longuet;chiant
longueur;amplitude
longueurs;courtes
longue-vue;binoculaires
lopin;labourer
loquace;affable
loque;guenille
lorgner ;tracassaient
loriot;pouillot
lorraine;ardennaise
lotissement;immeuble
louange;supplication
louche;casserolle
loucheur;bouriquet
louer;location
loueur;transporteur
loufoque;hilarante
louis;joseph
loupé;rater
louper;raterez
loups;meutes
lourd;poids
lourdaud;cabotin
lourde;puissante
lourdes;massives
lourdeur;mollesse
lourds;volumineux
louvoyer;naviguer
loyal;magnanime
loyauté;confiance
loyer;locataires
loyers;immobiliers
lubricité;perversion
lubrifier;vidanger
lubrique;exhibitionniste
lucide;conscient
lucidité;candeur
luciole;clownette
luette;maxille
lueur;aurore
lueur vive;avecelle
lugubre;morne
lui-même;conscient
luire;illuminer
luisant;rougeoyant
lumière;lueur
lumières;lanternes
lumineuse;chatoyante
lumineux;scintillant
lunatique;irascible
lunette;afocale
lustrage;masticage
lustre;plafond
lustres;pampilles
lutrin;retable
lutte;combattre
lutter;vaincre
luttes;querelles
lutteur;kickboxer
luxation;hyperextension
luxembourgeois;belges
luxer;hanche
luxueux;prestigieux
luxuriant;somptueux
luxurieux;lascifs
lycée;proviseur
lycéen;jeune
lycéenne;enseignante
lycéens;professeurs
lyonnais;bordelais
lyonnaise;lilloise
lyrique;madrigalesque
lyrisme;pathos
lysée;chitineuse
maboul;jobard
macaroni;spaghettini
macédoine;albanie
macérer;bouillir
mâcher;avaler
machin;fichu
machinal;crispant
machinalement;marmonnant
machination;escroquerie
machine;conditionneuse
machines;moissonneuses
mâchoire;mandibules
mâchonner;grignotter
macintosh;workbench
maçon;ouvrier
maçonnerie;charpente
maçonnique;rosicrucien
maçons;couvreurs
macro;bonnette
madeleine;tarte
mademoiselle;comtesse
madré;phraseur
madrier;volige
mafia;gangsters
magasin;vendeur
magasins;commerces
magazine;bimensuel
magazines;journeaux
maghrébine;tunisienne
maghrébins;musulmans
magie;thaumaturgie
magique;fabuleux
magistrat;tribunal
magistrats;tribunaux
magistrature;juridiction
magnanime;bienveillant
magnanimité;indulgence
magnat;tycoon
magnificence;richesse
magnifique;surperbe
magnifiques;merveilleuses
magnitude;hypocentres
magouille;fraude
magouilleur;voyou
maigre;svelte
maigres;solides
maigrir;grossir
maille;chainette
maillet;baton
maillon;structurant
maillot;shorts
maillot de corps;tubesplacardsplafonds
mainmise;accaparation
mains;genoux
maintenait;continuait
maintenance;fiabilisation
maintenant;aujourd
maintenir;renforcer
maintenu;reconduit
maintenue;ralentie
maintenus;reproduits
maintes;multiples
maintien;stabilisation
maintiennent;stabilisent
maintient;renforce
maints;moultes
maïolique;crucifera
maire;bourgmestre
maires;communes
mairesse;procureure
mairie;municipale
mairies;commissariats
maison;habitation
maisonnée;villageoise
maisons;cabanes
maître;chefd
maîtres;apprentis
maîtresse;femme
maîtrise;connaissance
maîtrisé;percutant
maîtrisée;aboutie
maîtriser;approprier
majesté;souveraine
majestueux;grandioses
majeur;primordial
majeure;substantielle
majeures;successives
majeurs;institutionnels
majolique;gypserie
major;brigadier
majoration;surprime
majoré;forfaitairement
majorer;limiter
majoritaire;centriste
majoritairement;souvent
majoritaires;traditionnalistes
majorité;population
majors;mastodontes
majuscule;ponctuation
malade;convalescent
malades;incurables
maladie;tuberculose
maladies;jaunisses
maladresse;imprudence
maladresses;incorrections
maladroit;convaincant
maladroite;provocatrice
malaise;vagal
malaisé;hasardeux
malaisément;quelquefois
malappris;snobinard
malavisé;impudent
malchance;imprudence
maldonne;faute
malédiction;funeste
malencontreux;fatal
malentendu;dissipons
malentendus;conflits
malfaçon;disfonctionnement
malfaiteur;trafiquant
malfaiteurs;truands
malgré;pourtant
malhabile;laborieux
malheur;chagrin
malheureuse;imprudente
malheureusement;cependant
malheureux;tristes
malheurs;souffrances
malhonnête;mesquin
malice;insolence
malicieux;farceur
malignité;purulence
malin;intelligeant
malingre;difforme
malintentionné;imprudent
malle;trousse
malmener;agresser
malotru;rustre
malouines;normandes
malpropre;puant
malsain;troublant
malséant;impudent
maltais;chypriote
malte;carlsberg
malveillance;intrusion
malveillant;frauduleux
malvenu;inadmissible
maman;poussinette
mammifère;marsupial
management;leadership
manager;collaborateur
managers;intrapreneurs
mancelle;burgienne
manche;mailloche
manches;retroussant
manchette;bracelets
mandarine;groseille
mandarinier;persicaire
mandat;triennat
mandataire;commercialisateur
mandats;biennaux
mander;advertir
mandibule;machoire
mange;empiffre
mangeoire;abreuvoir
manger;dormir
maniable;encombrant
manie;maladresse
maniement;saisissage
manier;habile
manière;certaine
maniéré;lourdaud
manifestant;revendiquant
manifestants;syndicalistes
manifestation;rassemblement
manifestations;violentes
manifeste;traduisant
manifesté;exprimaient
manifestée;ressentie
manifestement;certes
manifestent;rassemblent
manifester;mobiliser
manigance;supercherie
manigancer;fomenter
manille;corde
manipulation;duperie
manipulations;supercheries
manipuler;instrumentaliser
manne;ponctionnant
mannequin;bodybuildeuse
mannequins;habilleurs
manœuvre;marge
manœuvres;machinations
manouche;klezmer
manquait;faisait
manque;absence
manqué;voulu
manquent;plaisent
manquer;surprendre
manquera;privera
manteau;costume
manuelle;verticale
manuels;lexiques
manufacture;chapellerie
manufacturé;artisanalement
manufacturés;exportations
manuscrit;document
manuscrits;codicologiques
maquereau;pagre
maquette;diorama
maquettes;esquisses
maquillage;mascara
maquiller;pomponner
maquis;djebels
maquisards;soldats
marasme;effondrement
marathon;trail
marbre;cipolin
marchais;rentrais
marchait;buggait
marchand;magasin
marchande;industrielle
marchandise;cargaisons
marchandises;biens
marchands;courtiers
marche;fontionne
marché;secteur
marchent;dirigent
marchepied;rampe
marcher;descendre
marches;rampes
marchés;investisseurs
mardi;novembre
marécage;boueuse
maréchal;comte
maréchal-ferrant;palefrenier
marée;jusant
marées;ressacs
marge;nette
marges;bordures
marginal;paradoxal
marginalisation;exclusion
marginaux;caricaturaux
margotins;mouchets
marguerite;gerbera
maria;francisca
mariage;divorce
mariages;baptemes
marie;fiance
mariée;demoiselle
marier;fiancer
mariés;tourtereaux
marin;voilier
marina;saidia
marine;fregate
mariner;rissoler
marines;navigantes
marins;chalutiers
marionnette;fantoche
marionnettes;clowneries
maritime;littorale
maritimes;atlantiques
marks;shillings
marlou;grigou
marmelade;groseille
marmite;bouillir
marmonner;jacasser
marmot;gosse
marmots;zenfants
marne;perreux
marner;guigner
marocain;saoudien
marocaine;libanaise
marocaines;andalouses
marocains;algeriens
maronite;druze
marotte;sornette
marquait;ouvrait
marquant;significatif
marque;gamme
marqué;connu
marquée;soutenue
marquées;connues
marquent;dessinent
marquer;frapper
marquera;scellera
marques;grandes
marqués;significatifs
marraine;filleules
marrant;flippant
marre;saoule
marrer;triper
marron;jaune
marronnier;arbre
marseillais;bastiais
marseillaise;parisienne
marteau;faucille
marteler;frapper
martial;yiquan
martiale;militaire
martin;leonard
martine;laurence
martinez;joaquin
martini;tequila
martin-pêcheur;grimpereau
martyr;saint
martyre;sainte
martyriser;humilier
martyrs;chouhada
marxisme;trotskysme
marxiste;trotskyste
masculin;viril
masculine;sexuelle
masculinité;virilisme
masculins;habituels
masque;chapeau
masqué;moustachu
masquer;minimiser
masques;visages
massacre;pillage
massacrer;maltraiter
massacres;exterminations
masse;populace
masses;multitudes
massif;rocheux
massifs;forestiers
massive;importante
massivement;davantage
massives;colossales
mastic;superglue
mastiquer;machouiller
mastodonte;pachydermique
masure;charretterie
match;tournoi
matelas;literie
matelot;canonnier
mater;zieuter
matériau;composite
matériaux;assemblages
matériel;mobilier
matérielle;morale
matérielles;sociales
matériels;mobiliers
maternel;familial
maternelle;scolaire
maternelles;publiques
maternité;accouchement
mathématicien;topologue
mathématique;combinatoire
mathématiques;calculatoires
maths;philo
matière;transparence
matières;fertilisantes
matin;lendemain
matinal;automnal
matinée;mercredi
matineux;territorialistes
matins;vendredis
matité;luisance
matraque;poing
matrice;cellule
matrimonial;dotal
maudire;moquer
maudit;vengeur
maussade;tristounette
mauvais;coucheur
mauvaises;vraies
mauve;orange
maxillaire;linguale
maximal;constant
maximale;requise
maxime;paraphraser
maximum;minimal
maxwell;aurier
mayas;mexicas
mécanicien;chauffeur
mécaniciens;frigoristes
mécanique;machinerie
mécanisme;verrou
mécanismes;leviers
mécano;technicien
méchanceté;sournoiserie
méchant;moche
méchants;cruels
mèche;houppette
méconnaissance;faiblesse
méconnaître;occulter
méconnu;fascinant
méconnus;inattendus
mécontent;satisfait
mécontentement;frustration
mécontents;satisfaits
mécréant;taghout
médailler;bronze
médailles;insignes
médecin;chirurgien
médecin légiste;clinicienpsychologue
médecine;chirurgie
médecins;urologues
media;mainstream
média;journalistique
médian;maximal
médias;sociaux
médiateur;intervenant
médiateurs;intervenants
médiatiques;judiciaires
médical;hospitalier
médicale;clinique
médicales;professionnelles
médicament;hydroxyzine
médicaments;vaccins
médicaux;administratifs
médicinal;purgatif
médiéval;gothique
médiocre;insipide
médiocres;honorables
médiocrité;crasse
médire;moquer
médisance;sottise
méditatif;pensif
méditation;zazen
méditer;relire
meeting;marathon
meetings;salons
méfiance;scepticisme
méfiant;suspicieuse
méfie;agace
méfier;tromper
mégalo;parano
mégalomane;cynique
mégère;boniche
mégoter;surgonfler
méhari;chameaux
meilleur;moyen
meilleure;solution
meilleures;toutes
meilleurs;premiers
mélancolie;noirceur
mélancolique;intimiste
mélange;amalgame
mélanger;amalgamer
mêlant;associant
mêlée;usapiste
mêlent;croisent
mêler;rapprocher
mêlés;inextricablement
mélodie;ritournelle
mélodies;orchestrations
mélodieux;envoutant
mélodique;percussif
melon;chapeau
melon eau;porcini
membrane;plasmique
membre;fondateur
membres;administrateurs
mémento;lexique
mêmes;aucunes
mémoire;souvenir
mémoires;annales
mémorable;extraordinaire
mémorisation;lecture
mémoriser;apprendre
menace;riposte
menacé;contraint
menacée;compromise
menacées;disparues
menacent;bloquent
menacer;affaiblir
menaces;pressions
ménage;boulot
ménagé;entretenu
ménagement;scrupule
ménager;garder
ménagère;campagnarde
ménagères;mendiantes
ménages;consommateurs
menait;entamait
menant;conduit
mendiant;voleur
mendiante;fillette
mendier;tapiner
mendigot;chassy
menée;soutenue
menées;poursuivies
mènent;poursuivent
mener;entreprendre
menés;suivis
meneur;playmaker
menotte;camisole
menottes;cravaches
mensonge;hypocrisie
mensonger;calomnieux
mensonges;falsifications
menstruation;ovulatoire
menstrues;ghusl
mensuel;quadrimestriel
mensuelle;journaliere
mensuelles;globales
mensuels;trimestriels
mental;spirituel
mentale;psychoaffective
mentales;conceptuelles
mentalité;perception
mentalités;perceptions
mentaux;affectifs
menteur;faussaire
menthe;citronne
mention;figurer
mentionner;oublier
mentir;falsifier
menton;tempes
menuisier;tonnelier
menus;fretins
mépris;condescendance
méprisable;stupide
méprisant;humiliant
méprise;rabaisse
mépriser;calomnier
mercenaire;barbouze
mercenaires;tueurs
mercerie;couseuse
merci;bravo
mercredi;matin
mercure;sodium
merde;foutu
mères;papas
merguez;saucisse
méridien;tropique
méridional;occidental
meringue;macarons
méritait;gagnerait
mérité;amplement
méritent;devraient
mérites;accomplissements
merle;fauvette
merlin;castorama
merrain;tonnellerie
merveille;magnifiquement
merveilles;magnifiques
merveilleux;prodigieux
